step,wallclock_sec,split,loss,tokens_per_sec,lr
1,8.163268,train,10.840707,150527.953076,2.00000000e-03
50,13.786836,train,7.000508,218508.958605,2.00000000e-03
100,18.654111,train,6.554644,252461.617739,2.00000000e-03
150,23.740360,train,6.214195,241592.559680,2.00000000e-03
200,28.605663,train,5.932091,252563.918426,2.00000000e-03
250,36.356889,train,5.773958,158529.751629,2.00000000e-03
300,44.088508,train,5.580606,158931.786328,2.00000000e-03
300,47.163330,val,5.688854,,2.00000000e-03
350,54.594248,train,5.556660,116964.631573,2.00000000e-03
400,61.771542,train,5.481087,171206.590966,2.00000000e-03
450,68.697258,train,5.435299,177425.706730,2.00000000e-03
500,75.452306,train,5.182844,181908.396502,2.00000000e-03
550,81.966022,train,5.263318,188648.077889,2.00000000e-03
600,88.375288,train,5.165208,191722.414898,2.00000000e-03
600,88.850298,val,5.218494,,2.00000000e-03
650,95.109099,train,5.214063,182482.106782,2.00000000e-03
700,101.234280,train,5.070840,200614.481121,2.00000000e-03
750,107.191669,train,5.093383,206264.854622,2.00000000e-03
800,113.072560,train,5.085537,208947.952234,2.00000000e-03
850,118.877665,train,4.960679,211675.758863,2.00000000e-03
900,124.609320,train,4.905872,214388.326404,2.00000000e-03
900,125.054796,val,4.933818,,2.00000000e-03
950,130.673496,train,4.955215,202632.638509,2.00000000e-03
1000,136.261924,train,4.824850,219882.933640,2.00000000e-03
1050,141.807968,train,4.807129,221563.339233,2.00000000e-03
1100,147.302282,train,4.789633,223649.415858,2.00000000e-03
1150,152.766090,train,4.622738,224898.090595,2.00000000e-03
1200,158.177046,train,4.610827,227094.799371,2.00000000e-03
1200,158.615336,val,4.721626,,2.00000000e-03
1250,163.977327,train,4.718060,211851.803364,2.00000000e-03
1300,169.292900,train,4.639583,231169.790175,2.00000000e-03
1350,174.559707,train,4.658828,233310.267183,2.00000000e-03
1400,179.803659,train,4.671592,234327.064750,2.00000000e-03
1450,185.081108,train,4.601786,232839.783108,2.00000000e-03
1500,190.282991,train,4.716506,236222.149107,2.00000000e-03
1500,190.714028,val,4.592355,,2.00000000e-03
